"OTU_12047" "k__Bacteria" "p__Bacteroidota" "c__Bacteroidia" "o__Bacteroidales" "f__Muribaculaceae" "g__" "s__uncultured_bacterium"
"OTU_12050" "k__Bacteria" "p__Proteobacteria" "c__Gammaproteobacteria" "o__Enterobacterales" "f__Yersiniaceae" "g__Serratia" "s__Serratia_liquefaciens"
"OTU_12051" "k__Bacteria" "p__Firmicutes" "c__Bacilli" "o__Lactobacillales" "f__Listeriaceae" "g__Listeria" "s__Listeria_monocytogenes"
"OTU_12052" "k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Oscillospirales" "f__Oscillospiraceae" "g__NK4A214_group" ""
"OTU_12055" "k__Bacteria" "p__Bacteroidota" "c__Bacteroidia" "o__Bacteroidales" "f__Muribaculaceae" "g__" "s__uncultured_bacterium"
"OTU_12058" "k__Bacteria" "p__Actinobacteriota" "c__Actinobacteria" "o__Corynebacteriales" "f__Nocardiaceae" "g__Rhodococcus" ""
"OTU_12059" "k__Bacteria" "p__Proteobacteria" "c__Gammaproteobacteria" "o__Enterobacterales" "f__Yersiniaceae" "g__Serratia" ""
"OTU_12064" "k__Bacteria" "p__Firmicutes" "c__Bacilli" "o__Lactobacillales" "f__Streptococcaceae" "g__Streptococcus" ""
"OTU_12072" "k__Bacteria" "p__Bacteroidota" "c__Bacteroidia" "o__Bacteroidales" "f__Bacteroidaceae" "g__Bacteroides" ""
"OTU_12074" "k__Bacteria" "p__Bacteroidota" "c__Bacteroidia" "o__Bacteroidales" "f__Muribaculaceae" "g__" "s__uncultured_bacterium"
"OTU_12075" "k__Bacteria" "p__Bacteroidota" "c__Bacteroidia" "o__Bacteroidales" "f__Bacteroidaceae" "g__Bacteroides" ""
"OTU_12078" "k__Bacteria" "p__Bacteroidota" "c__Bacteroidia" "o__Bacteroidales" "f__Bacteroidaceae" "g__Bacteroides" ""
"OTU_12088" "k__Bacteria" "p__Proteobacteria" "c__Gammaproteobacteria" "o__Enterobacterales" "f__Enterobacteriaceae" "g__Escherichia-Shigella" "s__uncultured_bacterium"
"OTU_12105" "k__Bacteria" "p__Actinobacteriota" "c__Actinobacteria" "o__Bifidobacteriales" "f__Bifidobacteriaceae" "g__Bifidobacterium" "s__Bifidobacterium_breve"
"OTU_12112" "k__Bacteria" "p__Actinobacteriota" "c__Actinobacteria" "o__Bifidobacteriales" "f__Bifidobacteriaceae" "g__Bifidobacterium" "s__Bifidobacterium_adolescentis"
"OTU_12117" "k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Lachnospirales" "f__Lachnospiraceae" "g__[Ruminococcus]_torques_group" "s__uncultured_organism"
"OTU_12120" "k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Lachnospirales" "f__Lachnospiraceae" "g__Dorea" "s__uncultured_bacterium"
"OTU_12135" "k__Bacteria" "p__Firmicutes" "c__Bacilli" "o__Lactobacillales" "f__Streptococcaceae" "g__Streptococcus" "s__Streptococcus_anginosus"
"OTU_12141" "k__Bacteria" "p__Actinobacteriota" "c__Actinobacteria" "o__Corynebacteriales" "f__Corynebacteriaceae" "g__Corynebacterium" "s__uncultured_bacterium"
"OTU_12145" "k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Lachnospirales" "f__Lachnospiraceae" "g__Blautia" "s__uncultured_bacterium"
"OTU_12150" "k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Peptostreptococcales-Tissierellales" "f__Family_XI" "g__Peptoniphilus" "s__uncultured_bacterium"
"OTU_12152" "k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Oscillospirales" "f__Oscillospiraceae" "g__UCG-002" ""
"OTU_12158" "k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Lachnospirales" "f__Lachnospiraceae" "g__Fusicatenibacter" ""
"OTU_12159" "k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Lachnospirales" "f__Lachnospiraceae" "g__[Ruminococcus]_torques_group" "s__uncultured_organism"
"OTU_12164" "k__Bacteria" "p__Bacteroidota" "c__Bacteroidia" "o__Bacteroidales" "f__Bacteroidaceae" "g__Bacteroides" "s__uncultured_organism"
"OTU_12165" "k__Bacteria" "p__Proteobacteria" "c__Gammaproteobacteria" "o__Enterobacterales" "f__Enterobacteriaceae" "g__Escherichia-Shigella" "s__uncultured_bacterium"
"OTU_12171" "k__Bacteria" "p__Proteobacteria" "c__Gammaproteobacteria" "o__Burkholderiales" "f__Comamonadaceae" "g__Comamonas" "s__Comamonas_aquatica"
"OTU_12175" "k__Bacteria" "p__Firmicutes" "c__Bacilli" "o__Lactobacillales" "f__Streptococcaceae" "g__Streptococcus" ""
"OTU_12179" "k__Bacteria" "p__Bacteroidota" "c__Bacteroidia" "o__Bacteroidales" "f__Bacteroidaceae" "g__Bacteroides" ""
"OTU_12181" "k__Bacteria" "p__Firmicutes" "c__Bacilli" "o__Lactobacillales" "f__Lactobacillaceae" "g__Lacticaseibacillus" "s__Lactobacillus_paracasei"
"OTU_12191" "k__Bacteria" "p__Firmicutes" "c__Bacilli" "o__Bacillales" "f__Bacillaceae" "g__Bacillus" ""
"OTU_12192" "k__Bacteria" "p__Actinobacteriota" "c__Actinobacteria" "o__Micrococcales" "f__Micrococcaceae" "g__Rothia" ""
"OTU_122" "k__Bacteria" "p__Bacteroidota" "c__Bacteroidia" "o__Bacteroidales" "f__Bacteroidaceae" "g__Bacteroides" "s__uncultured_organism"
"OTU_12201" "k__Bacteria" "p__Bacteroidota" "c__Bacteroidia" "o__Bacteroidales" "f__Tannerellaceae" "g__Parabacteroides" "s__uncultured_organism"
"OTU_1221" "k__Bacteria" "p__Proteobacteria" "c__Gammaproteobacteria" "o__Pseudomonadales" "f__Moraxellaceae" "g__Acinetobacter" ""
"OTU_12211" "k__Bacteria" "p__Actinobacteriota" "c__Actinobacteria" "o__Bifidobacteriales" "f__Bifidobacteriaceae" "g__Bifidobacterium" "s__Bifidobacterium_adolescentis"
"OTU_12212" "k__Bacteria" "p__Firmicutes" "c__Bacilli" "o__Lactobacillales" "f__Enterococcaceae" "g__Enterococcus" "s__Enterococcus_faecalis"
"OTU_12219" "k__Bacteria" "p__Bacteroidota" "c__Bacteroidia" "o__Bacteroidales" "f__Tannerellaceae" "g__Parabacteroides" ""
"OTU_12221" "k__Bacteria" "p__Actinobacteriota" "c__Actinobacteria" "o__Actinomycetales" "f__Actinomycetaceae" "g__Actinomyces" ""
"OTU_12234" "k__Bacteria" "p__Firmicutes" "c__Bacilli" "o__Erysipelotrichales" "f__Erysipelotrichaceae" "g__Solobacterium" "s__uncultured_bacterium"
"OTU_12244" "k__Bacteria" "p__Actinobacteriota" "c__Actinobacteria" "o__Actinomycetales" "f__Actinomycetaceae" "g__Actinomyces" "s__uncultured_bacterium"
"OTU_1225" "k__Bacteria" "p__Actinobacteriota" "c__Actinobacteria" "o__Bifidobacteriales" "f__Bifidobacteriaceae" "g__Bifidobacterium" "s__Bifidobacterium_longum"
"OTU_12257" "k__Bacteria" "p__Firmicutes" "c__Bacilli" "o__Lactobacillales" "f__Streptococcaceae" "g__Streptococcus" ""
"OTU_12263" "k__Bacteria" "p__Bacteroidota" "c__Bacteroidia" "o__Bacteroidales" "f__Muribaculaceae" "g__" "s__uncultured_bacterium"
"OTU_12265" "k__Bacteria" "p__Firmicutes" "c__Bacilli" "o__Lactobacillales" "f__Streptococcaceae" "g__Streptococcus" ""
"OTU_12271" "k__Bacteria" "p__Proteobacteria" "c__Gammaproteobacteria" "o__Xanthomonadales" "f__Xanthomonadaceae" "g__Stenotrophomonas" "s__Stenotrophomonas_maltophilia"
"OTU_12281" "k__Bacteria" "p__Cyanobacteria" "c__Cyanobacteriia" "o__Chloroplast" "f__" "g__" ""
"OTU_12284" "k__Bacteria" "p__Proteobacteria" "c__Gammaproteobacteria" "o__Pseudomonadales" "f__Moraxellaceae" "g__Acinetobacter" "s__uncultured_bacterium"
"OTU_12289" "k__Bacteria" "p__Firmicutes" "c__Bacilli" "o__Staphylococcales" "f__Staphylococcaceae" "g__Staphylococcus" "s__Staphylococcus_epidermidis"
"OTU_1229" "k__Bacteria" "p__Actinobacteriota" "c__Actinobacteria" "o__Bifidobacteriales" "f__Bifidobacteriaceae" "g__Bifidobacterium" "s__Bifidobacterium_dentium"
"OTU_12292" "k__Bacteria" "p__Proteobacteria" "c__Alphaproteobacteria" "o__Caulobacterales" "f__Caulobacteraceae" "g__Brevundimonas" ""
"OTU_12297" "k__Bacteria" "p__Proteobacteria" "c__Gammaproteobacteria" "o__Enterobacterales" "f__Enterobacteriaceae" "g__Enterobacter" "s__Enterobacter_hormaechei"
"OTU_12298" "k__Bacteria" "p__Actinobacteriota" "c__Actinobacteria" "o__Corynebacteriales" "f__Corynebacteriaceae" "g__Corynebacterium" ""
"OTU_12312" "k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Peptostreptococcales-Tissierellales" "f__Family_XI" "g__Peptoniphilus" "s__uncultured_bacterium"
"OTU_12313" "k__Bacteria" "p__Bacteroidota" "c__Bacteroidia" "o__Bacteroidales" "f__Bacteroidaceae" "g__Bacteroides" "s__uncultured_organism"
"OTU_12317" "k__Bacteria" "p__Actinobacteriota" "c__Actinobacteria" "o__Bifidobacteriales" "f__Bifidobacteriaceae" "g__Gardnerella" "s__Gardnerella_vaginalis"
"OTU_12319" "k__Bacteria" "p__Firmicutes" "c__Negativicutes" "o__Acidaminococcales" "f__Acidaminococcaceae" "g__Phascolarctobacterium" "s__uncultured_bacterium"
"OTU_12322" "k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Peptostreptococcales-Tissierellales" "f__Family_XI" "g__Ezakiella" "s__uncultured_bacterium"
"OTU_12326" "k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Oscillospirales" "f__[Eubacterium]_coprostanoligenes_group" "g__" "s__uncultured_organism"
"OTU_12328" "k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Peptostreptococcales-Tissierellales" "f__Family_XI" "g__Fenollaria" ""
"OTU_12329" "k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Lachnospirales" "f__Lachnospiraceae" "g__Lachnospiraceae_NK4A136_group" ""
"OTU_12331" "k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Lachnospirales" "f__Lachnospiraceae" "g__Agathobacter" "s__uncultured_bacterium"
"OTU_12333" "k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Oscillospirales" "f__Oscillospiraceae" "g__UCG-002" ""
"OTU_12334" "k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Clostridia_UCG-014" "f__" "g__" "s__uncultured_bacterium"
"OTU_12338" "k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Lachnospirales" "f__Lachnospiraceae" "g__Roseburia" "s__uncultured_bacterium"
"OTU_12346" "k__Bacteria" "p__Firmicutes" "c__Bacilli" "o__Lactobacillales" "f__Lactobacillaceae" "g__Lacticaseibacillus" "s__Lactobacillus_casei"
"OTU_1235" "k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Lachnospirales" "f__Lachnospiraceae" "g__Lachnoclostridium" "s__uncultured_organism"
"OTU_1236" "k__Bacteria" "p__Bacteroidota" "c__Bacteroidia" "o__Bacteroidales" "f__Bacteroidaceae" "g__Bacteroides" ""
"OTU_12372" "k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Lachnospirales" "f__Lachnospiraceae" "g__Howardella" ""
"OTU_12374" "k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Peptostreptococcales-Tissierellales" "f__Peptostreptococcaceae" "g__Peptostreptococcus" ""
"OTU_12377" "k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Peptostreptococcales-Tissierellales" "f__Family_XI" "g__W5053" "s__uncultured_bacterium"
"OTU_12378" "k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Monoglobales" "f__Monoglobaceae" "g__Monoglobus" ""
"OTU_12382" "k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Peptostreptococcales-Tissierellales" "f__Anaerovoracaceae" "g__Mogibacterium" "s__uncultured_rumen"
"OTU_12388" "k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Peptostreptococcales-Tissierellales" "f__Anaerovoracaceae" "g__Mogibacterium" ""
"OTU_1239" "k__Bacteria" "p__Bacteroidota" "c__Bacteroidia" "o__Bacteroidales" "f__Bacteroidaceae" "g__Bacteroides" ""
"OTU_12394" "k__Bacteria" "p__Actinobacteriota" "c__Actinobacteria" "o__Bifidobacteriales" "f__Bifidobacteriaceae" "g__Bifidobacterium" "s__Bifidobacterium_breve"
"OTU_12395" "k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Oscillospirales" "f__Oscillospiraceae" "g__Colidextribacter" "s__uncultured_bacterium"
"OTU_12397" "k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Lachnospirales" "f__Lachnospiraceae" "g__[Ruminococcus]_torques_group" ""
"OTU_12398" "k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Lachnospirales" "f__Lachnospiraceae" "g__[Eubacterium]_hallii_group" "s__uncultured_bacterium"
"OTU_12403" "k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Oscillospirales" "f__Ruminococcaceae" "g__Ruminococcus" "s__uncultured_bacterium"
"OTU_12406" "k__Bacteria" "p__Firmicutes" "c__Bacilli" "o__Lactobacillales" "f__Streptococcaceae" "g__Streptococcus" "s__Streptococcus_parauberis"
"OTU_12411" "k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Lachnospirales" "f__Lachnospiraceae" "g__Coprococcus" "s__uncultured_bacterium"
"OTU_12412" "k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Peptostreptococcales-Tissierellales" "f__Family_XI" "g__Peptoniphilus" ""
"OTU_12414" "k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Peptostreptococcales-Tissierellales" "f__Family_XI" "g__Gallicola" "s__uncultured_bacterium"
"OTU_12415" "k__Bacteria" "p__Bacteroidota" "c__Bacteroidia" "o__Bacteroidales" "f__Porphyromonadaceae" "g__Porphyromonas" ""
"OTU_12420" "k__Bacteria" "p__Actinobacteriota" "c__Actinobacteria" "o__Corynebacteriales" "f__Corynebacteriaceae" "g__Corynebacterium" ""
"OTU_12430" "k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Lachnospirales" "f__Lachnospiraceae" "g__Fusicatenibacter" "s__uncultured_bacterium"
"OTU_1246" "k__Bacteria" "p__Bacteroidota" "c__Bacteroidia" "o__Bacteroidales" "f__Bacteroidaceae" "g__Bacteroides" ""
"OTU_12466" "k__Bacteria" "p__Actinobacteriota" "c__Actinobacteria" "o__Corynebacteriales" "f__Corynebacteriaceae" "g__Corynebacterium" ""
"OTU_1248" "k__Bacteria" "p__Actinobacteriota" "c__Actinobacteria" "o__Bifidobacteriales" "f__Bifidobacteriaceae" "g__Bifidobacterium" "s__Bifidobacterium_bifidum"
"OTU_12485" "k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Lachnospirales" "f__Lachnospiraceae" "g__Lachnospiraceae_NK4A136_group" "s__uncultured_bacterium"
"OTU_12489" "k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Oscillospirales" "f__Ruminococcaceae" "" ""
"OTU_12490" "k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Peptostreptococcales-Tissierellales" "f__Peptostreptococcaceae" "g__Peptostreptococcus" ""
"OTU_12496" "k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Peptostreptococcales-Tissierellales" "f__Family_XI" "g__Anaerococcus" ""
"OTU_12502" "k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Monoglobales" "f__Monoglobaceae" "g__Monoglobus" ""
"OTU_12505" "k__Bacteria" "p__Actinobacteriota" "c__Actinobacteria" "o__Corynebacteriales" "f__Corynebacteriaceae" "g__Corynebacterium" "s__uncultured_bacterium"
"OTU_12508" "k__Bacteria" "p__Bacteroidota" "c__Bacteroidia" "o__Bacteroidales" "f__Bacteroidaceae" "g__Bacteroides" "s__uncultured_bacterium"
"OTU_12511" "k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Oscillospirales" "f__Hungateiclostridiaceae" "" ""
"OTU_12517" "k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Peptostreptococcales-Tissierellales" "f__Family_XI" "g__Anaerococcus" "s__uncultured_bacterium"
"OTU_12520" "k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Peptostreptococcales-Tissierellales" "f__Anaerovoracaceae" "g__Mogibacterium" ""
"OTU_12533" "k__Bacteria" "p__Firmicutes" "c__Bacilli" "o__Erysipelotrichales" "f__Erysipelotrichaceae" "g__[Clostridium]_innocuum_group" "s__uncultured_bacterium"
"OTU_12538" "k__Bacteria" "p__Firmicutes" "c__Bacilli" "o__Lactobacillales" "f__Enterococcaceae" "g__Enterococcus" "s__Enterococcus_faecalis"
"OTU_12541" "k__Bacteria" "p__Proteobacteria" "c__Gammaproteobacteria" "o__Burkholderiales" "f__Sutterellaceae" "g__Parasutterella" "s__uncultured_organism"
"OTU_12542" "k__Bacteria" "p__Bacteroidota" "c__Bacteroidia" "o__Bacteroidales" "f__Bacteroidaceae" "g__Bacteroides" ""
"OTU_12549" "k__Bacteria" "p__Actinobacteriota" "c__Actinobacteria" "o__Bifidobacteriales" "f__Bifidobacteriaceae" "g__Bifidobacterium" ""
"OTU_12552" "k__Bacteria" "p__Actinobacteriota" "c__Actinobacteria" "o__Bifidobacteriales" "f__Bifidobacteriaceae" "g__Bifidobacterium" "s__Bifidobacterium_bifidum"
"OTU_12566" "k__Bacteria" "p__Actinobacteriota" "c__Actinobacteria" "o__Bifidobacteriales" "f__Bifidobacteriaceae" "g__Bifidobacterium" "s__Bifidobacterium_longum"
"OTU_12571" "k__Bacteria" "p__Firmicutes" "c__Negativicutes" "o__Veillonellales-Selenomonadales" "f__Veillonellaceae" "g__Dialister" ""
"OTU_12572" "k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Lachnospirales" "f__Lachnospiraceae" "g__Dorea" ""
"OTU_12583" "k__Bacteria" "p__Actinobacteriota" "c__Actinobacteria" "o__Bifidobacteriales" "f__Bifidobacteriaceae" "g__Gardnerella" "s__Gardnerella_vaginalis"
"OTU_12586" "k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Lachnospirales" "f__Lachnospiraceae" "g__Agathobacter" "s__uncultured_bacterium"
"OTU_12588" "k__Bacteria" "p__Firmicutes" "c__Bacilli" "o__Lactobacillales" "f__Streptococcaceae" "g__Streptococcus" ""
"OTU_12600" "k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Peptostreptococcales-Tissierellales" "f__Family_XI" "g__Anaerococcus" "s__uncultured_bacterium"
"OTU_12602" "k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Lachnospirales" "f__Lachnospiraceae" "g__Agathobacter" "s__uncultured_organism"
"OTU_12604" "k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Lachnospirales" "f__Lachnospiraceae" "g__Blautia" "s__uncultured_bacterium"
"OTU_12607" "k__Bacteria" "p__Firmicutes" "c__Bacilli" "o__Bacillales" "f__Bacillaceae" "" ""
"OTU_12613" "k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Lachnospirales" "f__Lachnospiraceae" "g__Blautia" ""
"OTU_12617" "k__Bacteria" "p__Firmicutes" "c__Bacilli" "o__Lactobacillales" "f__Lactobacillaceae" "g__Lactobacillus" "s__Lactobacillus_crispatus"
"OTU_12640" "k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Lachnospirales" "f__Lachnospiraceae" "g__Roseburia" "s__uncultured_bacterium"
"OTU_12643" "k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Lachnospirales" "f__Lachnospiraceae" "" ""
"OTU_12645" "k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Oscillospirales" "f__Ruminococcaceae" "g__Ruminococcus" "s__uncultured_bacterium"
"OTU_12646" "k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Clostridiales" "f__Clostridiaceae" "g__Clostridium_sensu_stricto_1" ""
"OTU_12651" "k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Lachnospirales" "f__Lachnospiraceae" "g__[Ruminococcus]_torques_group" "s__uncultured_organism"
"OTU_12669" "k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Lachnospirales" "f__Lachnospiraceae" "g__Blautia" "s__uncultured_bacterium"
"OTU_12676" "k__Bacteria" "p__Firmicutes" "c__Bacilli" "o__Lactobacillales" "f__Streptococcaceae" "g__Streptococcus" ""
"OTU_12693" "k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Oscillospirales" "f__Ruminococcaceae" "g__Faecalibacterium" ""
"OTU_12698" "k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Lachnospirales" "f__Lachnospiraceae" "g__Blautia" "s__uncultured_bacterium"
"OTU_12708" "k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Lachnospirales" "f__Lachnospiraceae" "g__Blautia" "s__uncultured_bacterium"
"OTU_12718" "k__Bacteria" "p__Bacteroidota" "c__Bacteroidia" "o__Bacteroidales" "f__Rikenellaceae" "g__Rikenellaceae_RC9_gut_group" "s__uncultured_bacterium"
"OTU_12723" "k__Bacteria" "p__Firmicutes" "c__Bacilli" "o__Erysipelotrichales" "f__Erysipelatoclostridiaceae" "g__Erysipelatoclostridium" ""
"OTU_12724" "k__Bacteria" "p__Actinobacteriota" "c__Actinobacteria" "o__Corynebacteriales" "f__Corynebacteriaceae" "g__Lawsonella" "s__uncultured_bacterium"
"OTU_12725" "k__Bacteria" "p__Firmicutes" "c__Bacilli" "o__Erysipelotrichales" "f__Erysipelatoclostridiaceae" "g__Erysipelatoclostridium" ""
"OTU_12728" "k__Bacteria" "p__Bacteroidota" "c__Bacteroidia" "o__Bacteroidales" "f__Prevotellaceae" "g__Prevotella_9" "s__uncultured_bacterium"
"OTU_12730" "k__Bacteria" "p__Proteobacteria" "c__Gammaproteobacteria" "o__Enterobacterales" "f__Enterobacteriaceae" "" ""
"OTU_12752" "k__Bacteria" "p__Bacteroidota" "c__Bacteroidia" "o__Bacteroidales" "f__Bacteroidaceae" "g__Bacteroides" "s__Bacteroides_vulgatus"
"OTU_12753" "k__Bacteria" "p__Firmicutes" "c__Bacilli" "o__Lactobacillales" "f__Lactobacillaceae" "" ""
"OTU_12771" "k__Bacteria" "p__Actinobacteriota" "c__Actinobacteria" "o__Bifidobacteriales" "f__Bifidobacteriaceae" "g__Bifidobacterium" "s__Bifidobacterium_longum"
"OTU_128" "k__Bacteria" "p__Firmicutes" "c__Bacilli" "o__Mycoplasmatales" "f__Mycoplasmataceae" "g__Ureaplasma" "s__Ureaplasma_parvum"
"OTU_1280" "k__Bacteria" "p__Actinobacteriota" "c__Actinobacteria" "o__Bifidobacteriales" "f__Bifidobacteriaceae" "g__Bifidobacterium" "s__Bifidobacterium_bifidum"
"OTU_1281" "k__Bacteria" "p__Actinobacteriota" "c__Actinobacteria" "o__Bifidobacteriales" "f__Bifidobacteriaceae" "g__Bifidobacterium" "s__Bifidobacterium_breve"
"OTU_1286" "k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Lachnospirales" "f__Lachnospiraceae" "g__Lachnoclostridium" ""
"OTU_129" "k__Bacteria" "p__Firmicutes" "c__Bacilli" "o__Lactobacillales" "f__Lactobacillaceae" "g__Lactobacillus" "s__uncultured_bacterium"
"OTU_1291" "k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Lachnospirales" "f__Lachnospiraceae" "g__[Ruminococcus]_gnavus_group" ""
"OTU_130" "k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Lachnospirales" "f__Lachnospiraceae" "g__Blautia" "s__uncultured_bacterium"
"OTU_1305" "k__Bacteria" "p__Actinobacteriota" "c__Actinobacteria" "o__Bifidobacteriales" "f__Bifidobacteriaceae" "g__Bifidobacterium" "s__Bifidobacterium_longum"
"OTU_1315" "k__Bacteria" "p__Proteobacteria" "c__Gammaproteobacteria" "o__Enterobacterales" "f__Pasteurellaceae" "g__Haemophilus" "s__uncultured_bacterium"
"OTU_1317" "k__Bacteria" "p__Actinobacteriota" "c__Actinobacteria" "o__Actinomycetales" "f__Actinomycetaceae" "g__Actinomyces" ""
"OTU_132" "k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Peptostreptococcales-Tissierellales" "f__Family_XI" "g__Peptoniphilus" "s__uncultured_bacterium"
"OTU_1324" "k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Peptostreptococcales-Tissierellales" "f__Family_XI" "g__Peptoniphilus" "s__uncultured_bacterium"
"OTU_1334" "k__Bacteria" "p__Bacteroidota" "c__Bacteroidia" "o__Bacteroidales" "f__Prevotellaceae" "g__Prevotella_9" "s__uncultured_bacterium"
"OTU_1338" "k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Peptostreptococcales-Tissierellales" "f__Family_XI" "g__Finegoldia" "s__uncultured_bacterium"
"OTU_1343" "k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Lachnospirales" "f__Lachnospiraceae" "g__Agathobacter" "s__uncultured_bacterium"
"OTU_1345" "k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Peptostreptococcales-Tissierellales" "f__Family_XI" "g__Fenollaria" ""
"OTU_1346" "k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Lachnospirales" "f__Lachnospiraceae" "g__Lachnospiraceae_NK4A136_group" ""
"OTU_1348" "k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Oscillospirales" "f__Oscillospiraceae" "g__NK4A214_group" "s__uncultured_bacterium"
"OTU_1353" "k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Lachnospirales" "f__Lachnospiraceae" "g__Blautia" "s__uncultured_bacterium"
"OTU_1354" "k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Lachnospirales" "f__Lachnospiraceae" "g__Roseburia" "s__uncultured_organism"
"OTU_1358" "k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Lachnospirales" "f__Lachnospiraceae" "g__Blautia" "s__uncultured_bacterium"
"OTU_1359" "k__Bacteria" "p__Actinobacteriota" "c__Actinobacteria" "o__Bifidobacteriales" "f__Bifidobacteriaceae" "g__Bifidobacterium" ""
"OTU_1364" "k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Lachnospirales" "f__Lachnospiraceae" "g__Fusicatenibacter" "s__uncultured_bacterium"
"OTU_1367" "k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Lachnospirales" "f__Lachnospiraceae" "g__Fusicatenibacter" ""
"OTU_1368" "k__Bacteria" "p__Bacteroidota" "c__Bacteroidia" "o__Bacteroidales" "f__Bacteroidaceae" "g__Bacteroides" ""
"OTU_137" "k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Peptostreptococcales-Tissierellales" "f__Family_XI" "g__Anaerococcus" ""
"OTU_1371" "k__Bacteria" "p__Actinobacteriota" "c__Actinobacteria" "o__Bifidobacteriales" "f__Bifidobacteriaceae" "g__Bifidobacterium" ""
"OTU_1376" "k__Bacteria" "p__Actinobacteriota" "c__Actinobacteria" "o__Actinomycetales" "f__Actinomycetaceae" "g__Actinomyces" ""
"OTU_1381" "k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Lachnospirales" "f__Lachnospiraceae" "g__CAG-56" "s__uncultured_bacterium"
"OTU_1385" "k__Bacteria" "p__Bacteroidota" "c__Bacteroidia" "o__Bacteroidales" "f__Bacteroidaceae" "g__Bacteroides" "s__uncultured_bacterium"
